String,Introduced,WHOIS Directory Service,Contacts
.meme,2014,https://whois.nic.meme/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Pkwy;Mountain View, CA 94043;US;Tel: 1 650 253 0000;www.registry.google"
.memorial,2014,http://whois.nic.memorial/,"Donuts Inc.;Dog Beach, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: (424) 254-8537;Fax: (425) 671-0020;Email: info@donuts.email;http://www.donuts.domains"
.men,2015,https://whois.nic.men/,"Exclusive Registry Limited;Exclusive Registry Limited;6A Queensway;Gibraltar, Gibraltar GX11 1AA;GI;Tel: +350 216 50000;Fax: +350 200 510 71;Email: icanntas30@famousfourmedia.com;www.famousfourmedia.com"
.menu,2013,https://whois.nic.menu/,"Erik Ludwick;Wedding TLD2, LLC;427 North Camden Drive, 6th Floor;Beverly Hills, CA 90210;US;Tel: (323) 488-6263;Fax: (323) 488-6285;Email: info@nic.menu;nic.menu"
.meo,2014,https://whois.nic.meo/,"MEO Servicos de Comunicacoes e Multimedia, S.A.;Av. Fontes Pereira de Melo, 40;Lisbon, Lisbon 1069-300 Lisbon;PT;Tel: +351215002000;Fax: +351800216200;Email: media.gtld@meo.pt;http://www.meo.pt"
.merckmsd,2016,https://whois.nic.MERCKMSD/,"MSD Registry Holdings, Inc.;2000 Galloping Hill Road;Kenilworth, NJ 07033;US;Tel: +1 908 423 1000;Fax: +1 908 423 1487;http://nic.merckmsd/"
.metlife,2015,https://whois.nic.metlife/,"MetLife Services and Solutions, LLC;1095 Avenue of the Americas;New York, New York 10036;US;Tel: +12125782211;http://www.metlife.com"
.miami,2013,https://whois.nic.miami/,"Minds + Machines Group Limited;32 Nassau Street;Dublin, Leinster 2;IE;Tel: +353 (0)1 677 8933;mm-registry.com"
.microsoft,2014,https://whois.nic.microsoft/,"Microsoft Corporation;One Microsoft Way;Redmond, Washington 98052-7329;US;Tel: +1 425 882 8080;Fax: +1 425 706 7329;Email: tlddom@microsoft.com;http://nic.microsoft"
.mini,2014,https://whois.nic.mini/,"Bayerische Motoren Werke Aktiengesellschaft;Bayerische Motoren Werke Aktiengesellschaft;Petuelring 130;Munich, Bavaria 80809;DE;Tel: +49.8938230465;http://nic.mini.com"
.mint,2015,https://whois.nic.mint/,"Intuit Administrative Services, Inc.;Intuit Administrative Services, Inc.;c/o Intuit Inc., 2632 Marine Way;Mountain View, California 94043;US;Tel: +1 650 944 6000;Fax: +1 650 944 5656;Email: nadmin@intuit.com;http://www.intuit.com/"
.mit,2015,https://whois.nic.mit/,"Massachusetts Institute of Technology;77 Massachusetts Avenue;Cambridge, Massachusetts 02139;US;Tel: (617) 253-8400;Email: mitregistry@fairwindspartners.com;http://nic.mit"
.mitsubishi,2015,https://whois.nic.mitsubishi/,"Mitsubishi Corporation;3-1, Marunouchi 2-Chome;Chiyoda-ku, Tokyo 100-8086;JP;Tel: +81 3 5521 0107;Fax: +81 3 5521 0117;Email: nakagawa_17@brights.jp;http://www.mitsubishicorp.com"
.mlb,2015,https://whois.nic.mlb/,"MLB Advanced Media DH, LLC;75 Ninth Avenue;New York, New York 10011;US;Tel: +1 212 485 6142;http://www.nic.mlb"
.mls,2015,http://whois.nic.mls/,"Legal Counsel;The Canadian Real Estate Association;200 Catherine Street, 6th Floor;Ottawa, Ontario K2P 2K9;CA;Tel: 1 613 237 7111;Fax: 1 613 234 2567;Email: info@crea.ca;http://www.crea.ca"
.mma,2014,http://whois.nic.mma/,"MMA IARD;14, Bd Marie et Alexandre Oyon;Le Mans, FRANCE 72030;FR;Tel: +33243417272;Fax: +33243417226;Email: icann@groupe-mma.fr;http://www.nic.mma"
.mobi,2005,http://www.dotmobi.mobi/content/whois,"Afilias plc;4th Floor, International House, 3 Harbourmaster Pl., IFSC;Dublin, 1;IE;Tel: + 353 18541100;Fax: + 353 17918569;Email: tldprimary@afilias.info;http://www.dotmobi.mobi/"
.mobile,2016,https://whois.nic.mobile/,"Dish DBS Corporation;9601 S. Meridian Boulevard;Englewood, Colorado 80112;US;Tel: (303) 723-1000;Fax: (303) 723-1699;Email: cscngtlds31@cscinfo.com;http://www.dish.com"
.mobily,2014,https://whois.nic.mobily/,"GreenTech Consultancy Company W.L.L.;Block 410 Road 1011 Building 628 Flat 6;Manama, Manama 400;BH;Tel: (323) 868-0514;Fax: (626) 356-0595;Email: kwilson@wisedots.com;http://www.greentechwll.com"
.moda,2013,https://whois.nic.moda/,"United TLD Holdco Ltd;United TLD Holdco Ltd;One Clarendon row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.moe,2013,https://whois.nic.moe/,"Jacob Williams;Interlink Co., Ltd.;3-1-1 Higashi Ikebukuro, Sunshine 60 Bldg. 37F, Toshima;Toshima, Tokyo 170 603;JP;Tel: 815058061875;https://www.interlink.or.jp/"
.moi,2014,https://whois.nic.moi/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: +1 206 266 1000;Fax: +1 206 946 7702;Email: contactmoi@amazon.com;http://www.nic.moi"
.mom,2015,https://whois.nic.mom/,"Uniregistry, Corp.;3-110 Governors Square1361 GT;Grand Cayman, Grand Cayman KY1-1108;KY;Tel: +13457496263;Fax: +13457466263;Email: contact@uniregistry.com;http://www.uniregistry.com"
.monash,2013,https://whois.nic.monash/,"eSolutions Registry Operator;Monash University;Monash University;Clayton, Victoria 3800;AU;Tel: +61 3 9902 6000;Email: registry.operator@monash.edu;http://nic.monash/"
.money,2014,https://whois.nic.money/,"Donuts Inc.;Outer McCook, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: (424) 254-8537;Fax: (425) 671-0020;Email: info@donuts.email;http://www.donuts.domains"
.monster,2015,https://whois.nic.monster/,"Monster Worldwide, Inc.;622 Third Avenue, 39th Floor;New York, New York 10017;US;Tel: +01 212 351 7000;Fax: +01 212 351 7097;Email: ngtld-monster@cscglobal.com;http://nic.monster"
.montblanc,2014,http://whois.nic.montblanc/,"Richemont DNS Inc.;Hinterbergstrasse 22;Steinhausen, Geneva 6312;CH;Tel: +41 41 727 2303;Fax: +41 41 727 2356;Email: lorna.gradden.ri@valideus.com;http://nic.montblanc"
.mopar,2015,https://whois.nic.mopar/,"FCA US LLC.;1000 Chrysler Drive;Auburn Hills, Michigan 48326;US;Tel: (248) 512-2950;Fax: (248) 512-4053;Email: ngtld-fca@cscglobal.com;http://nic.mopar"
.mormon,2013,http://whois.nic.mormon/,"IRI Domain Management, LLC;50 E. North Temple Street, Floor 13;Salt Lake City, Utah 84150-0018;US;Tel: +1 801 240-3959;www.lds.org"
.mortgage,2014,http://whois.nic.mortgage/,"United TLD Holdco Ltd.;One Clarendon row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.moscow,2013,https://whois.nic.moscow/,"FAITID;Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID);2 bld 1, 3rd Khoroshevskaya str.;Moscow, MO 123308;RU;Tel: 7 495 7898207;Fax: 7 495 7377673;Email: adm.contact@faitid.org;http://www.faitid.org/"
.moto,2015,http://www.nic.moto,"c/o Brian J. Winterfeldt;Motorola Trademark Holdings, LLC;222 West Merchandise Mart Plaza, Suite #1800;Chicago, IL 60654;US;Tel: +1 202 263 3284;Email: moto-bjw@mayerbrown.com;http://www.nic.moto"
.motorcycles,2014,https://whois.nic.motorcycles/,"DERMotorcycles LLC;DERMotorcycles LLC;150 Granby Street;Norfolk, VA 23510;US;Tel: (757) 351-8802;Email: tldadmin@dominionenterprises.com;http://www.dominionenterprises.com"
.mov,2014,https://whois.nic.mov/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Pkwy;Mountain View, CA 94043;US;Tel: 1 650 253 0000;www.registry.google"
.movie,2015,https://whois.nic.movie/,"Donuts Inc.;New Frostbite, LLC;10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.movistar,2014,https://whois.nic.movistar/,"Adriana Soto Lara;Telefónica S.A.;Gran Vía 28;Madrid, Madrid 28013;ES;Tel: +34 915 844 500;Fax: +34 914 095 650;Email: udrp@interdomain.org;http://telefonica.com"
.msd,2015,https://whois.nic.msd/,"MSD Registry Holdings, Inc.;20000 Galloping Hill Road;Kenilworth, New Jersey 07033;US;Tel: +1 908 423 1000;http://nic.msd"
.mtn,2014,https://whois.nic.mtn/,"MTN Dubai Limited;Floor 23, DIFC Currency House, Dubai, UAE;Dubai, Dubai n/a;AE;Tel: +97144237800;https://nic.mtn"
.mtr,2015,http://whois.nic.mtr/,"MTR Corporation Limited;MTR Headquarters Building, Telford Plaza,33 Wai Yip Street, Kowloon Bay, Kowloon;Hong Kong, Hong Kong -;HK;Tel: +852 2993 2111;www.mtr.com.hk"
.museum,2001,http://www.whois.museum/,"International Council of Museums;22 rue de Palestro;Paris, 75002;FR;Tel: +33 1 4734 0500;Fax: +33 1 4306 7862;Email: info@about.museum;http://about.museum"
.mutual,2015,https://whois.nic.mutual/,"Northwestern Mutual MU TLD Registry, LLC;720 East Wisconsin Avenue;Milwaukee, Wisconsin 53202;US;Tel: +1 414 665 8059;Fax: +1 414 665 2107;nic.mutual"
.nab,2015,https://whois.nic.nab/,"National Australia Bank Limited;Level 4, 800 Bourke Street;Docklands, Victoria VIC 3008;AU;Tel: +61386413500;Fax: +61386414927;Email: ngtld-nab@cscinfo.com;http://www.nab.com.au"
.nadex,2014,https://whois.nic.nadex/,"Chris Muscat;Nadex Domains, Inc.;CANNON BRIDGE HOUSE25 DOWGATE HILL;London, London EC4R 2YA;GB;Tel: +442078926888;bostonivy.co"
.nagoya,2013,http://whois.nic.nagoya/,"GMO Registry, Inc.;Cerulean Tower, 26-1 Sakuragaoka-cho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81 3 5456 1601;http://hello.nagoya/"
.name,2002,http://www.verisign.com/en_us/whois/index.xhtml,"VeriSign, Inc.;12062 Bluemont Way;Reston, VA 20190;US;Tel: +1 703 948 3200;Email: info@verisign-grs.com;http://www.verisign.com"
.naspers,2015,http://whois.nic.naspers/,"Intelprop;Naspers Centre, 40 Heerengracht;Cape Town, n/a 8000;ZA;Tel: +27 21 406 3682;http://nic.naspers"
.nationwide,2015,https://whois.nic.nationwide/,"Nationwide Mutual Insurance Company;1 Nationwide Plaza;Columbus, Ohio 43215-2220;US;Tel: +6142497111;Fax: +16148543676;Email: ngtld-nationwide@cscglobal.com;http://nic.nationwide"
.natura,2015,https://whois.nic.natura/,"NATURA COSMÉTICOS S.A.;Rodovia Régis Bittencourt, s/n°, Km. 293, Edifício I, Potuverá;Itapecerica da Serra, São Paulo 06882-700;BR;Tel: 55 11 4446 2000;Fax: 55 11 4196 24134;Email: naturanewgtlds@cscinfo.com;http://www.natura.net"
.navy,2014,https://whois.nic.navy/,"United TLD Holdco Ltd.;United TLD Holdco Ltd.;One Clarendon row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.nba,2015,https://whois.nic.nba/,"NBA REGISTRY, LLC;645 Fifth Ave;New York, New York 10022;US;Tel: (212) 407-8000;Fax: (212) 888-7931;Email: ngtld-nba@cscinfo.com;http://nic.nba"
.nec,2015,https://whois.nic.nec/,"NEC Corporation;7-1, Shiba 5-chome;Minato-ku, Tokyo 108-8001;JP;Tel: +81 3 5521 0107;Email: nakagawa_18@brights.jp;http://www.nec.co.jp"
.net,1985,http://www.verisign.com/en_us/whois/index.xhtml,"VeriSign, Inc.;12062 Bluemont Way;Reston, VA 20190;US;Tel: +1 703 948 3200;Email: info@verisign-grs.com;http://www.verisign.com"
.netbank,2014,https://whois.nic.netbank/,"COMMONWEALTH BANK OF AUSTRALIA;Ground Floor, Tower 1201 Sussex Street;Sydney, New South Wales 1155;AU;Tel: +61 13 22 21;Fax: +61 2 91181601;Email: domains@cba.com.au;http://www.nic.netbank"
.netflix,2015,https://whois.nic.netflix/,"Thomas Joseph Angioletti;Netflix, Inc.;100 Winchester Circle;Los Gatos, California 95032;US;Tel: +1 408 540 3700;Fax: +1 408 540 2852;Email: gtld@netflix.com;http://www.netflix.com"
.network,2013,http://whois.nic.network/,"Trixy Manor, LLC;Trixy Manor, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: +1 424 254 8537;Fax: +1 425 671 0020;Email: info@donuts.email;http://www.donuts.domains"
.neustar,2013,https://whois.nic.neustar/,"NeuStar, Inc.;NeuStar, Inc.;21575 Ridgetop Circle;Sterling, VA 20166;US;Tel: 1 5714345400;Fax: +1 703 738 7965;Email: jeff.neuman@neustar.biz;http://www.neustar.biz"
.new,2014,https://whois.nic.new/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Pkwy;Mountain View, CA 94043;US;Tel: 1 650 253 0000;www.registry.google"
.newholland,2015,https://whois.nic.newholland/,"CNH Industrial N.V.;Cranes Farm Road;Basildon, Essex SS14 3AD;GB;Tel: +44 1268 292545;http:// www.cnhindustrial.com"
.news,2014,http://whois.nic.news/,"United TLD Holdco Ltd.;One Clarendon Row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.next,2015,http://whois.nic.next/,"Next plc;Desford RoadEnderby;Leicester, n/a LE19 4AT;GB;Tel: +44 844 844 8888;http://nic.next"
.nextdirect,2015,http://whois.nic.nextdirect/,"Next plc;Desford RoadEnderby;Leicester, n/a LE19 4AT;GB;Tel: +44 844 844 8888;http://nic.next"
.nexus,2014,https://whois.nic.nexus/,"Charleston Road Registry, Inc.;Charleston Road Registry, Inc. (d/b/a Google Registry);1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.nfl,2015,https://whois.nic.nfl/,"NFL REG OPS LLC;.NFL;345 Park Avenue;New York, New York 10154;US;Tel: +01 212 450 2000;Fax: +01 212 847 0818;Email: nfl.regops@nfl.com;http://www.nfl.com/"
.ngo,2014,https://whois.nic.ngo/,"Michelle Coon;Public Interest Registry;1775 Wiehle Avenue, Suite 100;Reston, Virginia 20190;US;Tel: +17038895762;Fax: +17038895779;Email: ops@pir.org;http://www.pir.org"
.nhk,2014,https://whois.nic.nhk/,"Japan Broadcasting Corporation (NHK) (GMO Registry, Inc.);Cerulean Tower, 26-1 Sakuragaoka-cho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81 3 5456 1601;http://www.gmoregistry.com"
.nico,2014,https://whois.nic.nico/,"DWANGO Co., Ltd.;Cerulean Tower 26-1 Sakuragaoka-cho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81 3 5456 1601;http://www.gmoregistry.com/en/"
.nike,2015,https://whois.nic.nike/,"Registry Administrator;NIKE, Inc.;One Bowerman Drive;Beaverton, Oregon 97005;US;Tel: +1 503 671 6453;Fax: +1 503 646 6926;Email: registryinquiries@nike.com;http://www.nic.nike"
.nikon,2015,https://whois.nic.nikon/,"NIKON CORPORATION;4-6, Kanda-Surugadai;Chiyoda-ku, Tokyo 101-0062;JP;Tel: +81 3 3773 1259;Fax: +81 3 3773 8409;Email: ngtld-nikon@cscinfo.com;http://nic.nikon"
.ninja,2013,https://whois.nic.ninja/,"United TLD Holdco Ltd;United TLD Holdco Ltd;One Clarendon row;Dublin, 2;IE;Tel: 00353 1 9012188;Fax: 00353 1 9012199;Email: publiccontact@rightside.co;http://www.rightside.co"
.nissan,2014,https://whois.nic.nissan/,"NISSAN MOTOR CO., LTD.(GMO Registry, Inc.);Cerulean Tower, 26-1 Sakuragaoka-cho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81 3 5456 1601;http://www.gmoregistry.com/"
.nissay,2015,http://whois.nic.nissay/,"Nippon Life Insurance Company;3-5-12, Imabashi, Chuo-ku;Osaka, Osaka 541-8501;JP;Tel: +81 6 6209 5525;Fax: +81 3 5533 5318;Email: ngtld-nissay@cscinfo.com;http://www.nissay.co.jp/english/"
.nokia,2015,https://whois.nic.nokia/,"Nokia Corporation;Karaportti 3;Espoo, FI 02610;FI;Tel: +358 10 44 88 000;www.nic.nokia"
.northwesternmutual,2015,http://whois.nic.northwesternmutual/,"Northwestern Mutual Registry, LLC;720 East Wisconsin Avenue;Milwaukee, Wisconsin 53202;US;Tel: +1 414 665 8059;Fax: +1 414 665 2107;Email: bourne.nm@fairwindspartners.com;http://www.nic.northwesternmutual"
.norton,2014,http://whois.nic.norton/,"Symantec Corporation;350 Ellis Street;Mountain View, California 94043;US;Tel: +1 650 527 8000;http://www.nic.norton"
.now,2015,https://whois.nic.now/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactnow@amazon.com;http://www.nic.now"
.nowruz,2014,https://whois.nic.nowruz/,"Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.;Ataturk Havalimanı, Çobançeşme Kavşağı, Nish Istanbul, Residence D Blok Kat: 17, Daire: 195 Bahçelievler;Istanbul, Istanbul N/A;TR;Tel: +90 212 603 62 03;Email: registry@agitsys.com;http://nic.nowruz"
.nowtv,2015,https://whois.nic.nowtv/,".nowtv;41/F., PCCW Tower, Taikoo Place, Quarry Bay;Hong Kong, N/A N/A;HK;Tel: +852 2888 2888;Email: gtld@pccw.com;www.nic.nowtv"
.nra,2014,https://whois.nic.nra/,"NRA Holdings Company, INC.;NRA Holdings Company, INC.;11250 Waples Mill Road;Fairfax, Virginia 22030;US;Tel: +01 703 267 1000;Fax: +01 703 267 3835;Email: nraadmin@nrahq.org;https://contact.nra.org/contact-us.aspx"
.nrw,2013,https://whois.nic.nrw/,"Minds + Machines GmbH;Minds + Machines GmbH;Antonienstr. 3;München, . 80802;DE;Tel: +49 (0) 89 360 351 05;mm-registry.com"
.ntt,2014,http://whois.nic.ntt/,"NIPPON TELEGRAPH AND TELEPHONE CORPORATION;5-1,Otemachi 1-chome,Chiyoda-ku;Tokyo, Tokyo 100-8116;JP;Tel: +81 3 6838 5990;Fax: +81 3 6838 5529;http://www.ntt.co.jp/"
.nyc,2014,https://whois.nic.nyc/,"NYC Department of Information Technology;The City of New York by and through the New York City Department of Information Technology & Telecommunications;255 Greenwich Street, 9th Floor;New York, NY 10007;US;Tel: +1 212 788 6600;Fax: +1 212 788 8309;Email: info@ownit.nyc;http://www.nyc.gov/doitt"
.obi,2014,https://whois.nic.obi/,"OBI Group Holding SE & Co. KGaA;Albert-Einstein-Strasse 7-9;Wermelskirchen, NRW 42929;DE;Tel: +4533886365;Fax: +4533886101;Email: obi@gtld.com;http://www.obi.de"
.observer,2015,https://whois.nic.observer/,"Top Level Spectrum, Inc.;1845 W MERCER WAY,;MERCER ISLAND, USA WA 98040;US;Tel: +12068665090;Email: tas-observer-seconday@centralnic.com;www.toplevelspectrum.com"
.off,2015,http://whois.nic.off/,"Johnson Shareholdings, Inc.;1521 Howe Street;Racine, Wisconsin 53403;US;Tel: +1 262 260 2620;http://nic.off"
.office,2015,https://whois.nic.office/,"Microsoft Corporation;One Microsoft Way;Redmond, Washington 98052-7329;US;Tel: +1 425 882 8080;Fax: +1 425 706 7329;Email: niwhit@microsoft.com;http://nic.office"
.okinawa,2013,https://whois.nic.okinawa/,"Business Ralliart, Inc.;Cerulean Tower;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81354561601;nic.okinawa"
.olayan,2015,https://whois.nic.olayan/,"Crescent Holding GmbH;Opernring 1Stiege R top Nr. 709-714;Vienna, Vienna 1010;AT;Tel: +302108913000;Fax: +302108913001;Email: john.wilks@dlapiper.com;http://nic.olayan/"
.olayangroup,2015,https://whois.nic.olayangroup/,"Crescent Holding GmbH;Opernring 1Stiege R top Nr. 709-714;Vienna, Vienna 1010;AT;Tel: +302108913000;Fax: +302108913001;Email: john.wilks@dlapiper.com;http://nic.olayangroup/"
.oldnavy,2015,http://whois.nic.oldnavy/,"The Gap, Inc.;2 Folsom Street;San Francisco, California 94105;US;Tel: +1 415 427 0100;http://www.nic.oldnavy"
.ollo,2015,https://whois.nic.ollo/,"Dish DBS Corporation;9601 S. Meridian Boulevard;Englewood, Colorado 80112;US;Tel: (303) 723-1000;Fax: (303) 723-1699;Email: ngtld-ollo@cscglobal.com;http://nic.ollo"
.omega,2015,https://whois.nic.omega/,"The Swatch Group Ltd;Seevorstadt 6;Biel / Bienne, BE 2501;CH;Tel: +41 32 343 68 11;Fax: +41 32 343 69 11;Email: domain.registration@swatchgroup.com;http://www.swatchgroup.com/"
.one,2014,https://whois.nic.one/,"One.com A/S;Kalvebod Brygge 24;Copenhagen, Copenhagen 1560;DK;Tel: +4546907100;Email: info@oneregistry.co;http://www.oneregistry.co"
.ong,2014,https://whois.nic.ong/,"Michelle Coon;Public Interest Registry;1775 Wiehle Avenue, Suite 100;Reston, Virginia 20190;US;Tel: +17038895762;Fax: +17038895779;Email: ops@pir.org;http://www.pir.org"
.onl,2013,https://whois.nic.onl/,"I-REGISTRY Ltd.;I-REGISTRY Ltd.;Niederlassung Deutschland, Friedrichstr. 90;Berlin, Berlin 10117;DE;Tel: 49 180 5522744;http://www.nic.onl"
.online,2015,https://whois.nic.online/,"DotOnline Inc. (Radix Registry);F/19, BC1, Ras Al Khaimah FTZP.O Box # 16113;Ras Al Khaimah, Ras Al Khaimah 16113;AE;Tel: (415) 358-0831;Fax: +15126847732;Email: contact@radixregistry.com;http://www.radixregistry.com"
.onyourside,2015,https://whois.nic.onyourside/,"Nationwide Mutual Insurance Company;1 Nationwide Plaza;Columbus, Ohio 43215-2220;US;Tel: +16142497111;Fax: +16148543676;Email: ngtld-nationwide@cscglobal.com;http://nic.onyourside"
.ooo,2014,https://whois.nic.ooo/,"Business Team;Infibeam Incorporation Limited;9th Floor, ""A"" Wing, Gopal Palace, Nehrunagar;Ahmedabad, Gujarat 380015;IN;Tel: +91-9601280902;Fax: +91-079-40503219;Email: ooocompliance@infibeam.net;www.nic.ooo"
.open,2015,https://whois.nic.open/,"American Express Travel Related Services Company, Inc.;200 Vesey Street;New York, New York 10285;US;Tel: +01 212 640 2000;http://americanexpress.com"
.oracle,2014,https://whois.nic.oracle/,"Oracle Corporation;500 Oracle Parkway;Redwood City, California 94065;US;Tel: +1 650 506 7000;http://www.oracle.com"
.orange,2015,http://whois.nic.orange/,"Orange;St James' Court, Great Park Road,Almondsbury Park, Bradley Stoke,;Bristol, n/a BS32 4QJ;GB;Tel: +44 870 376 8888;http://nic.orange"
.org,1985,http://whois.pir.org,"Daphne Archilla;Public Interest Registry;1775 Wiehle Ave., Ste 100;Reston, VA 20190;US;Tel: 919-369-4161;Fax: 1 703-889-5779;Email: ops@pir.org;http://www.pir.org"
.organic,2014,https://whois.nic.organic/,"Afilias plc;4th Floor, International House, 3 Harbourmaster Pl., IFSC;Dublin, D01 K8F1;IE;Tel: + 35318541100;Fax: + 35317918569;Email: rlaplante@afilias.info;http://www.afilias.info/contact-us"
.origins,2015,https://whois.nic.origins/,"The Estée Lauder Companies Inc.;767 Fifth Avenue;New York, New York 10153;US;Tel: (212) 572-4200;Fax: (212) 277-2355;Email: esteelnewgtlds@cscinfo.com;http://elcompanies.com"
.osaka,2014,https://whois.nic.osaka/,"Jacob Williams;Interlink Co., Ltd.;3-1-1 Higashi Ikebukuro, Sunshine 60 Bldg. 37th Fl.;Toshima, Tokyo 170-6037;JP;Tel: +81.5058061875;http://www.interlink.or.jp/"
.otsuka,2013,https://whois.nic.otsuka/,"Otsuka Holdings Co., Ltd. (GMO Registry, Inc.);Cerulean Tower, 26-1 Sakuragaoka-cho;Shibuya-ku, Tokyo 150-8512;JP;Tel: +81 3 5456 1601;http://www.gmoregistry.com"
.ott,2015,https://whois.nic.ott/,"Dish DBS Corporation;9601 S. Meridian Boulevard;Englewood, Colorado 80112;US;Tel: (303) 723-1000;Fax: (303) 723-1699;Email: ngtld-ott@cscglobal.com;http://nic.ott"
.ovh,2014,http://whois.nic.ovh/,"Registry Service;OVH SAS;2, rue Kellermann;ROUBAIX, 59100;FR;Tel: 33974531323;http://www.ovh.com"
.page,2014,https://whois.nic.page/,"Charleston Road Registry;Charleston Road Registry Inc.;1600 Amphitheatre Parkway;Mountain View, California 94043;US;Tel: 1 650 253 0000;Fax: 1 650 253 0001;Email: registry-poc-primary@google.com;www.registry.google"
.pamperedchef,2015,https://whois.nic.pamperedchef/,"The Pampered Chef, Ltd.;1 Pampered Chef Ln.;Addison, Illinois 60101;US;Tel: 1 630 261 8900;http://www.pamperedchef.com"
.panasonic,2015,https://whois.nic.panasonic/,"Panasonic Corporation;1006, Oaza Kadoma;Kadoma-shi, Osaka 571-8501;JP;Tel: +81 3 5521 0107;Fax: +81 3 5521 0117;Email: nakagawa_02@brights.jp;http://panasonic.co.jp"
.panerai,2014,http://whois.nic.panerai/,"Richemont DNS Inc.;Hinterbergstrasse 22;Steinhausen, Geneva 6312;CH;Tel: +41 41 727 2303;Fax: +41 41 727 2356;Email: lorna.gradden.ri@valideus.com;http://www.nic.panerai"
.paris,2014,https://whois.nic.paris/,"Jean Philippe Clément;City of Paris;Place de l'Hôtel de Ville;PARIS, Île de France 75004;FR;Tel: +33139308300;Fax: +33139308301;Email: pointparis@paris.fr;www.bienvenue.paris"
.pars,2014,https://whois.nic.pars/,"Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.;Ataturk Havalimanı, Çobançeşme Kavşağı, Nish Istanbul, Residence D Blok Kat: 17, Daire: 195 Bahçelievler;Istanbul, Istanbul N/A;TR;Tel: +90 212 603 62 03;Email: registry@agitsys.com;http://nic.pars/"
.partners,2013,http://whois.nic.partners/,"Magic Glen, LLC;Magic Glen, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.parts,2013,http://whois.nic.parts/,"Sea Goodbye, LLC;Sea Goodbye, LLC (Donuts Inc.);10500 NE 8th Street, Suite 1450;Bellevue, WA 98004;US;Tel: 14242548537;Fax: 14256710020;Email: info@donuts.email;http://www.donuts.domains"
.party,2014,https://whois.nic.party/,"Blue Sky Registry Limited;Blue Sky Registry Limited;6A Queensway;Gibraltar, Gibraltar GX11 1AA;GI;Tel: +350 216 50000;Fax: +350 200 510 71;Email: icanntas31@famousfourmedia.com;www.famousfourmedia.com"
.passagens,2015,https://whois.nic.passagens/,"Travel Reservations SRL;Travel Reservations SRL;Ruta 8 Kilometre 17,500Synergia Building, Office 101, Zonamerica;Montevideo, N/A 1600;UY;Tel: +54 11 4894 3500;Fax: +54 11 4894 3500;Email: gtldscontact@despegar.com;http://www.despegar.com"
.pay,2015,https://whois.nic.pay/,"Amazon Registry Services, Inc.;410 Terry Avenue North;Seattle, WA 98109;US;Tel: (206) 266-1000;Fax: (206) 946-7702;Email: contactpay@amazon.com;http://www.nic.pay"
.pccw,2015,https://whois.nic.pccw/,".pccw;41/F., PCCW Tower, Taikoo Place, Quarry Bay;Hong Kong, N/A N/A;HK;Tel: +852 2888 2888;Email: gtld@pccw.com;www.nic.pccw"
.pet,2015,https://whois.nic.pet/,"Afilias plc;4th Floor, International House, 3 Harbourmaster Pl., IFSC;Dublin, D01 K8F1;IE;Tel: + 35318541100;Fax: + 35317918569;Email: rlaplante@afilias.info;http://www.afilias.info/contact-us"
